d_codigo,d_asenta,d_tipo_asenta,D_mnpio,d_estado,d_ciudad,d_CP,c_estado,c_oficina,c_CP,c_tipo_asenta,c_mnpio,id_asenta_cpcons,d_zona,c_cve_ciudad
23040,Los Olivos,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0042,Urbano,02
23040,Perla,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0043,Urbano,02
23040,La Rinconada,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0041,Urbano,02
23040,ISSSTE,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0438,Urbano,02
23040,Adolfo Ruiz Cortines,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0040,Urbano,02
23040,Petrolera,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0044,Urbano,02
23050,Tecnológico,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0049,Urbano,02
23050,Misiones de Loreto,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0194,Urbano,02
23050,Bella Vista,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0045,Urbano,02
23050,Rosaura Zapata,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0048,Urbano,02
23050,Zona Industrial,Zona industrial,La Paz,Baja California Sur,La Paz,23004,03,23004,,37,003,0051,Urbano,02
23050,Cruz de Piedra,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0223,Urbano,02
23050,Benito Juárez Oriente,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0046,Urbano,02
23050,30 de Septiembre,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0050,Urbano,02
23050,Bella Vista Plus,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0695,Urbano,02
23050,El Campanario,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0696,Urbano,02
23050,Roma,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0047,Urbano,02
23050,El Carrizal,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0209,Urbano,02
23052,20 de Noviembre,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0053,Urbano,02
23054,Cihuatán (Costa Azul),Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0574,Urbano,02
23054,José María Morelos,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0573,Urbano,02
23054,Calafia,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0054,Urbano,02
23055,Jardines del Sur,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0056,Urbano,02
23055,Jardines del Sur,Ampliación,La Paz,Baja California Sur,La Paz,23004,03,23004,,38,003,0439,Urbano,02
23056,Popular Indeco,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0058,Urbano,02
23056,Flores Magón,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0057,Urbano,02
23057,Albergue Deportivo Indeco,Campamento,La Paz,Baja California Sur,La Paz,23004,03,23004,,04,003,0059,Urbano,02
23060,Inalámbrica,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0062,Urbano,02
23060,San Pablo,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0195,Urbano,02
23060,California,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0060,Urbano,02
23060,Lomas de Cataviña,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0941,Urbano,02
23060,Su Casa,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0064,Urbano,02
23060,Barrio El Manglito,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0061,Urbano,02
23060,Primero de Mayo,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0440,Urbano,02
23060,Pueblo Nuevo,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0063,Urbano,02
23060,Quinta Esmeralda,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0938,Urbano,02
23068,Electricista,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0065,Urbano,02
23069,Unidad Alta,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0066,Urbano,02
23070,Las Palmas,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0069,Urbano,02
23070,Las Grullas,Conjunto habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,12,003,0442,Urbano,02
23070,Oro Blanco,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0070,Urbano,02
23070,INFONAVIT,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0068,Urbano,02
23070,Indeco,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0643,Urbano,02
23070,Residencial las Garzas,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0071,Urbano,02
23070,Unidad Indeco,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0072,Urbano,02
23070,Pescadores,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0441,Urbano,02
23070,Jardines de la Paz,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0207,Urbano,02
23070,Emiliano Zapata,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0067,Urbano,02
23070,Sendero las Flores,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0233,Urbano,02
23075,3 de Mayo,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0445,Urbano,02
23075,Privada Las Garzas,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0076,Urbano,02
23075,3 de Mayo II,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0447,Urbano,02
23075,Revolución II,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0572,Urbano,02
23075,Borrego Cimarrón,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0444,Urbano,02
23075,Revolución,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0077,Urbano,02
23075,Molino Harinero II,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0208,Urbano,02
23075,Molino Harinero,Conjunto habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,12,003,0443,Urbano,02
23075,Agustín Arriola,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0446,Urbano,02
23075,Miguel Canseco,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0448,Urbano,02
23075,Santa Mónica,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0848,Urbano,02
23075,Balandra,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0075,Urbano,02
23076,Los Cactus,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0079,Urbano,02
23076,Civilizadores II,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0451,Urbano,02
23076,Villa Santa María,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0452,Urbano,02
23076,Cactus Harinera,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0617,Urbano,02
23076,Burocrática las Garzas,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0078,Urbano,02
23076,Residencial Santa Rita,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0924,Urbano,02
23076,Civilizadores I,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0450,Urbano,02
23076,Reforma,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0080,Urbano,02
23076,San Agustín,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0206,Urbano,02
23076,Las Islas,Residencial,La Paz,Baja California Sur,La Paz,23004,03,23004,,30,003,0449,Urbano,02
23076,Del Sol,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0939,Urbano,02
23076,Popular Garza V,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0699,Urbano,02
23076,Las Águilas,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0847,Urbano,02
23076,Las Tunas,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0849,Urbano,02
23077,17 de Octubre,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0081,Urbano,02
23078,Libertad,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0083,Urbano,02
23078,Unidad Donceles 28,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0084,Urbano,02
23078,Embotelladores 83,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0082,Urbano,02
23078,Clemente Guillen,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0453,Urbano,02
23079,Las Garzas,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0085,Urbano,02
23079,Prensa Radio y TV,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0571,Urbano,02
23079,Rio Blanco,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0086,Urbano,02
23079,Unidad Domingo Carballo Félix,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0087,Urbano,02
23080,Fuerza Aérea,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0621,Urbano,02
23080,Sudcalifornia,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0698,Urbano,02
23080,BANOBRAS,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0623,Urbano,02
23080,Agua Escondida,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0844,Urbano,02
23080,Agropecuaria,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0624,Urbano,02
23080,El Calandrio I| II| III,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0088,Urbano,02
23080,8 de Octubre 1a Sección,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0089,Urbano,02
23080,Rinconada el Cardonal,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0210,Urbano,02
23080,Universitario,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0456,Urbano,02
23080,Mezquitito,Ampliación,La Paz,Baja California Sur,La Paz,23004,03,23004,,38,003,0454,Urbano,02
23080,Mezquitito,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0455,Urbano,02
23080,Santa María,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0622,Urbano,02
23083,San Isidro Coto Residencial,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0225,Urbano,02
23083,Solidaridad Mezquitito I| II,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0457,Urbano,02
23083,Misiones II,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0216,Urbano,02
23083,El Mezquitito INVI,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0092,Urbano,02
23083,San Fernando,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0722,Urbano,02
23083,Misiones,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0724,Urbano,02
23084,Península Sur,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0954,Urbano,02
23084,Los Tabachines,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0584,Urbano,02
23084,Progreso,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0578,Urbano,02
23084,Las Californias,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0015,Urbano,02
23084,Valle del Mezquite,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0981,Urbano,02
23084,Vista Dorada,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0213,Urbano,02
23084,El Progreso,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0691,Urbano,02
23084,VIVAH El Progreso,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0692,Urbano,02
23084,La Cañada,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0693,Urbano,02
23084,El Dorado,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0694,Urbano,02
23084,Las Palmas,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0843,Urbano,02
23084,Terranova,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0959,Urbano,02
23084,La Estancia,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0124,Urbano,02
23084,Diana Laura,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0583,Urbano,02
23084,El Palmar II,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0914,Urbano,02
23085,Correcaminos,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0211,Urbano,02
23085,El Pescador,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0641,Urbano,02
23085,Las Américas,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0721,Urbano,02
23085,Paraíso del Sol,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0917,Urbano,02
23085,8 de Octubre 2a Sección,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0093,Urbano,02
23085,Miramar,Conjunto habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,12,003,0716,Urbano,02
23085,Virreyes,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0911,Urbano,02
23085,Villas de San Lorenzo,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0915,Urbano,02
23085,San Miguel II,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0926,Urbano,02
23085,Brisas de las Olas,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0942,Urbano,02
23085,Coromuel,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0212,Urbano,02
23085,San Carlos III,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0935,Urbano,02
23085,La Cima Residencial,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0004,Urbano,02
23085,Azul Marino,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0167,Urbano,02
23085,Quintas San Patricio,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0221,Urbano,02
23085,San Rafael,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0944,Urbano,02
23085,Los Bledales,Conjunto habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,12,003,0005,Urbano,02
23085,San Miguel,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0190,Urbano,02
23085,Leonardo Rodriguez,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0460,Urbano,02
23085,Calandrio,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0480,Urbano,02
23085,Los Álamos,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0217,Urbano,02
23085,Hispania Residencial,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0227,Urbano,02
23085,Paseos del Sol,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0459,Urbano,02
23085,Sector U.A.B.C.S.,Zona federal,La Paz,Baja California Sur,La Paz,23004,03,23004,,34,003,0461,Urbano,02
23085,Rinconada las Californias,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0943,Urbano,02
23085,Altezza Residencial,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0218,Urbano,02
23085,Altamira Residencial,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0222,Urbano,02
23085,Villas del Encanto,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0920,Urbano,02
23085,Arbolares,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0930,Urbano,02
23085,Santa Fe,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0090,Urbano,02
23086,Ángel Cesar Mendoza Aramburo,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0094,Urbano,02
23088,I.T.R.,Gran usuario,La Paz,Baja California Sur,La Paz,23004,03,23004,,22,003,0095,Urbano,02
23088,Arcoiris II,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0214,Urbano,02
23088,Arcoiris III,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0215,Urbano,02
23088,Cola de la Ballena,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0219,Urbano,02
23088,El Zacatal,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0837,Urbano,02
23088,El Camino Real,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0723,Urbano,02
23088,Ayuntamiento,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0690,Urbano,02
23088,Agua Clara,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0725,Urbano,02
23088,La Fuente,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0582,Urbano,02
23088,Arcoiris,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0689,Urbano,02
23088,Calafia,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0726,Urbano,02
23088,Bella California,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0228,Urbano,02
23088,Real del Sol,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0224,Urbano,02
23088,Vista Real,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0226,Urbano,02
23088,Ampliación Ayuntamiento,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0842,Urbano,02
23088,Del Mar Residencial,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0052,Urbano,02
23088,Perla del Golfo,Conjunto habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,12,003,0091,Urbano,02
23089,El Palmar I,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0853,Urbano,02
23089,Los Cardones,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0958,Urbano,02
23089,La Pasión C,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0220,Urbano,02
23089,San José,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0232,Urbano,02
23089,La Pitahaya,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0940,Urbano,02
23089,Villas del Cortes,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0854,Urbano,02
23089,Zona Antiguo Aeropuerto,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0096,Urbano,02
23089,Villas de La Paz,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0719,Urbano,02
23089,El Palmar IV,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0191,Urbano,02
23089,Fuerza Aérea,Unidad habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,31,003,0697,Urbano,02
23089,Parque Industrial,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0720,Urbano,02
23089,Olas Altas,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0855,Urbano,02
23089,El Cardoncito,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0945,Urbano,02
23090,Puesta del Sol,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0101,Urbano,02
23090,Tulipanes,Conjunto habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,12,003,0618,Urbano,02
23090,El Conchalito,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0006,Urbano,02
23090,Jardines de La Paz,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0099,Urbano,02
23090,Solidaridad,Conjunto habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,12,003,0462,Urbano,02
23090,Arcos del Sol,Conjunto habitacional,La Paz,Baja California Sur,La Paz,23004,03,23004,,12,003,0464,Urbano,02
23090,Inalapa,Colonia,La Paz,Baja California Sur,La Paz,23004,03,23004,,09,003,0198,Urbano,02
23090,San Marino,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0467,Urbano,02
23090,Privadas del Sol,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0732,Urbano,02
23090,Bugambilias,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0841,Urbano,02
23090,Casa Blanca,Fraccionamiento,La Paz,Baja California Sur,La Paz,23004,03,23004,,21,003,0197,Urbano,02
